post_id,post_caption,total_likes,num_shares,comment_likes,original_comment_for_context,original_language,text_for_analysis,sentiment_score,topic
1298688345148745,"ದಾವಣಗೆರೆಯ ಹೈಸ್ಕೂಲ್ ಮೈದಾನದಲ್ಲಿ ಆಯೋಜಿಸಲಾಗಿದ್ದ 11 ನೇ ಅಂತರರಾಷ್ಟ್ರೀಯ ಯೋಗ ದಿನಾಚರಣೆಯಲ್ಲಿ‌ ಭಾಗವಹಿಸಿ ಧ್ಯಾನ ಮಾಡಲಾಯಿತು.
ಯೋಗವು ದೇಹದ ಲಯ,ಮನಸ್ಸಿನ ‌ಮಧುರ,ಆತ್ಮದ ಸಾಮರಸ್ಯ ಮತ್ತು ಜೀವನದ ಸ್ವರಮೇಳವಾಗಿದೆ.
ಎಲ್ಲರಿಗೂ ಅಂತರಾಷ್ಟ್ರೀಯ ಯೋಗದಿನದ ಶುಭಾಶಯಗಳು.
ಯೋಗದ ಜಾಗತಿಕ ಪ್ರಸ್ತುತತೆ ಮತ್ತು ಸ್ವಾಸ್ಥ್ಯ ಗಮನದಲ್ಲಿಟ್ಟುಕೊಂಡು ಪ್ರತಿವರ್ಷ ಥೀಮ್ ಘೋಷಿಸಲಾಗುತ್ತದೆ.. ಅದೇ ರೀತಿ ಈ ವರ್ಷದ ಥೀಮ್ ಒಂದು ಭೂಮಿಗಾಗಿ ಯೋಗ,ಒಂದು ಆರೋಗ್ಯ ಎಂಬುದಾಗಿದೆ.
ಮನಸ್ಸು ಮತ್ತು ದೇಹವನ್ನು‌ ಸಮತೋಲನದಲ್ಲಿರಿಸುವ ಪ್ರಾಚೀನಕಲೆಯೇ ಯೋಗ.ದೈನಂದಿನ ಜೀವನದಲ್ಲಿ ಪ್ರತಿಯೊಬ್ಬರೂ ಯೋಗ ಮಾಡುವುದರಿಂದ ರೋಗದಿಂದ ‌ಮುಕ್ತಿ ದೊರೆಯಲಿದೆ.ಯೋಗದಿಂದ ಶಿಸ್ತುಬದ್ದ ಜೀವನ,ಏಕಾಗ್ರತೆ ಸಾಧ್ಯ.
ಯೋಗವೆಂದರೆ ಕೇವಲ ದೇಹದ ಕಸರತ್ತು ಮಾತ್ರವಲ್ಲ, ಅದು ದೇಹ, ಮನಸ್ಸು ಹಾಗೂ ಆತ್ಮದ  ಸಂಗಮ. ಭಾರತವು ಯೋಗದ ಜನ್ಮಭೂಮಿ, ಆದರೆ ಇಂದು ಜಗತ್ತೇ ಇದನ್ನು ಗುರುತಿಸಿ, ಸ್ವೀಕರಿಸಿ, ಅನುಸರಿಸುತ್ತಿರುವುದು ನಮಗೆ ಹೆಮ್ಮೆ.
ಪ್ರತಿದಿನ 15 ನಿಮಿಷಗಳಾದರೂ ಯೋಗ ಅಭ್ಯಾಸ ಮಾಡಿ. ಶಾಲೆಗಳಲ್ಲಿ, ಕಾಲೇಜುಗಳಲ್ಲಿ ಯೋಗ ತರಬೇತಿ ಅವಶ್ಯವಾಗಲಿ. ಮನುಷ್ಯನ ಜೀವನದಲ್ಲಿ ಯೋಗ ಎಂದರೆ ಬೆಳಕು, ಶಕ್ತಿಯ ಮೂಲ, ಶಾಂತಿಯ ದಾರಿ.ನಿಮ್ಮನ್ನು ನೀವು ಸಮತೋಲನದಲ್ಲಿಟ್ಟುಕೊಳ್ಳಲು ಯೋಗ‌ ಸಹಕಾರಿ ಆದ್ದರಿಂದ ಈ‌ ಅಭ್ಯಾಸ ಕೇವಲ ಇಂದಿಗೆ ಮಾತ್ರ ಸೀಮಿತವಾಗದೆ ಪ್ರತಿನಿತ್ಯ ಜೀವನದಲ್ಲಿ ಅಳವಡಿಸಿಕೊಳ್ಳುವುದು ಉತ್ತಮ..
#InternationalYogaDay",2341,40,0,ಅಂತರಾಷ್ಟ್ರೀಯ ಯೋಗ ದಿನಾಚರಣೆಯ ಶುಭಾಶಯಗಳು,kn,Happy International Yoga Day!,1.0,Praise
1298688345148745,"ದಾವಣಗೆರೆಯ ಹೈಸ್ಕೂಲ್ ಮೈದಾನದಲ್ಲಿ ಆಯೋಜಿಸಲಾಗಿದ್ದ 11 ನೇ ಅಂತರರಾಷ್ಟ್ರೀಯ ಯೋಗ ದಿನಾಚರಣೆಯಲ್ಲಿ‌ ಭಾಗವಹಿಸಿ ಧ್ಯಾನ ಮಾಡಲಾಯಿತು.
ಯೋಗವು ದೇಹದ ಲಯ,ಮನಸ್ಸಿನ ‌ಮಧುರ,ಆತ್ಮದ ಸಾಮರಸ್ಯ ಮತ್ತು ಜೀವನದ ಸ್ವರಮೇಳವಾಗಿದೆ.
ಎಲ್ಲರಿಗೂ ಅಂತರಾಷ್ಟ್ರೀಯ ಯೋಗದಿನದ ಶುಭಾಶಯಗಳು.
ಯೋಗದ ಜಾಗತಿಕ ಪ್ರಸ್ತುತತೆ ಮತ್ತು ಸ್ವಾಸ್ಥ್ಯ ಗಮನದಲ್ಲಿಟ್ಟುಕೊಂಡು ಪ್ರತಿವರ್ಷ ಥೀಮ್ ಘೋಷಿಸಲಾಗುತ್ತದೆ.. ಅದೇ ರೀತಿ ಈ ವರ್ಷದ ಥೀಮ್ ಒಂದು ಭೂಮಿಗಾಗಿ ಯೋಗ,ಒಂದು ಆರೋಗ್ಯ ಎಂಬುದಾಗಿದೆ.
ಮನಸ್ಸು ಮತ್ತು ದೇಹವನ್ನು‌ ಸಮತೋಲನದಲ್ಲಿರಿಸುವ ಪ್ರಾಚೀನಕಲೆಯೇ ಯೋಗ.ದೈನಂದಿನ ಜೀವನದಲ್ಲಿ ಪ್ರತಿಯೊಬ್ಬರೂ ಯೋಗ ಮಾಡುವುದರಿಂದ ರೋಗದಿಂದ ‌ಮುಕ್ತಿ ದೊರೆಯಲಿದೆ.ಯೋಗದಿಂದ ಶಿಸ್ತುಬದ್ದ ಜೀವನ,ಏಕಾಗ್ರತೆ ಸಾಧ್ಯ.
ಯೋಗವೆಂದರೆ ಕೇವಲ ದೇಹದ ಕಸರತ್ತು ಮಾತ್ರವಲ್ಲ, ಅದು ದೇಹ, ಮನಸ್ಸು ಹಾಗೂ ಆತ್ಮದ  ಸಂಗಮ. ಭಾರತವು ಯೋಗದ ಜನ್ಮಭೂಮಿ, ಆದರೆ ಇಂದು ಜಗತ್ತೇ ಇದನ್ನು ಗುರುತಿಸಿ, ಸ್ವೀಕರಿಸಿ, ಅನುಸರಿಸುತ್ತಿರುವುದು ನಮಗೆ ಹೆಮ್ಮೆ.
ಪ್ರತಿದಿನ 15 ನಿಮಿಷಗಳಾದರೂ ಯೋಗ ಅಭ್ಯಾಸ ಮಾಡಿ. ಶಾಲೆಗಳಲ್ಲಿ, ಕಾಲೇಜುಗಳಲ್ಲಿ ಯೋಗ ತರಬೇತಿ ಅವಶ್ಯವಾಗಲಿ. ಮನುಷ್ಯನ ಜೀವನದಲ್ಲಿ ಯೋಗ ಎಂದರೆ ಬೆಳಕು, ಶಕ್ತಿಯ ಮೂಲ, ಶಾಂತಿಯ ದಾರಿ.ನಿಮ್ಮನ್ನು ನೀವು ಸಮತೋಲನದಲ್ಲಿಟ್ಟುಕೊಳ್ಳಲು ಯೋಗ‌ ಸಹಕಾರಿ ಆದ್ದರಿಂದ ಈ‌ ಅಭ್ಯಾಸ ಕೇವಲ ಇಂದಿಗೆ ಮಾತ್ರ ಸೀಮಿತವಾಗದೆ ಪ್ರತಿನಿತ್ಯ ಜೀವನದಲ್ಲಿ ಅಳವಡಿಸಿಕೊಳ್ಳುವುದು ಉತ್ತಮ..
#InternationalYogaDay",2341,40,0,💐💐Happy Yoga Day💐💐,en,Happy Yoga Day,1.0,Praise
1298688345148745,"ದಾವಣಗೆರೆಯ ಹೈಸ್ಕೂಲ್ ಮೈದಾನದಲ್ಲಿ ಆಯೋಜಿಸಲಾಗಿದ್ದ 11 ನೇ ಅಂತರರಾಷ್ಟ್ರೀಯ ಯೋಗ ದಿನಾಚರಣೆಯಲ್ಲಿ‌ ಭಾಗವಹಿಸಿ ಧ್ಯಾನ ಮಾಡಲಾಯಿತು.
ಯೋಗವು ದೇಹದ ಲಯ,ಮನಸ್ಸಿನ ‌ಮಧುರ,ಆತ್ಮದ ಸಾಮರಸ್ಯ ಮತ್ತು ಜೀವನದ ಸ್ವರಮೇಳವಾಗಿದೆ.
ಎಲ್ಲರಿಗೂ ಅಂತರಾಷ್ಟ್ರೀಯ ಯೋಗದಿನದ ಶುಭಾಶಯಗಳು.
ಯೋಗದ ಜಾಗತಿಕ ಪ್ರಸ್ತುತತೆ ಮತ್ತು ಸ್ವಾಸ್ಥ್ಯ ಗಮನದಲ್ಲಿಟ್ಟುಕೊಂಡು ಪ್ರತಿವರ್ಷ ಥೀಮ್ ಘೋಷಿಸಲಾಗುತ್ತದೆ.. ಅದೇ ರೀತಿ ಈ ವರ್ಷದ ಥೀಮ್ ಒಂದು ಭೂಮಿಗಾಗಿ ಯೋಗ,ಒಂದು ಆರೋಗ್ಯ ಎಂಬುದಾಗಿದೆ.
ಮನಸ್ಸು ಮತ್ತು ದೇಹವನ್ನು‌ ಸಮತೋಲನದಲ್ಲಿರಿಸುವ ಪ್ರಾಚೀನಕಲೆಯೇ ಯೋಗ.ದೈನಂದಿನ ಜೀವನದಲ್ಲಿ ಪ್ರತಿಯೊಬ್ಬರೂ ಯೋಗ ಮಾಡುವುದರಿಂದ ರೋಗದಿಂದ ‌ಮುಕ್ತಿ ದೊರೆಯಲಿದೆ.ಯೋಗದಿಂದ ಶಿಸ್ತುಬದ್ದ ಜೀವನ,ಏಕಾಗ್ರತೆ ಸಾಧ್ಯ.
ಯೋಗವೆಂದರೆ ಕೇವಲ ದೇಹದ ಕಸರತ್ತು ಮಾತ್ರವಲ್ಲ, ಅದು ದೇಹ, ಮನಸ್ಸು ಹಾಗೂ ಆತ್ಮದ  ಸಂಗಮ. ಭಾರತವು ಯೋಗದ ಜನ್ಮಭೂಮಿ, ಆದರೆ ಇಂದು ಜಗತ್ತೇ ಇದನ್ನು ಗುರುತಿಸಿ, ಸ್ವೀಕರಿಸಿ, ಅನುಸರಿಸುತ್ತಿರುವುದು ನಮಗೆ ಹೆಮ್ಮೆ.
ಪ್ರತಿದಿನ 15 ನಿಮಿಷಗಳಾದರೂ ಯೋಗ ಅಭ್ಯಾಸ ಮಾಡಿ. ಶಾಲೆಗಳಲ್ಲಿ, ಕಾಲೇಜುಗಳಲ್ಲಿ ಯೋಗ ತರಬೇತಿ ಅವಶ್ಯವಾಗಲಿ. ಮನುಷ್ಯನ ಜೀವನದಲ್ಲಿ ಯೋಗ ಎಂದರೆ ಬೆಳಕು, ಶಕ್ತಿಯ ಮೂಲ, ಶಾಂತಿಯ ದಾರಿ.ನಿಮ್ಮನ್ನು ನೀವು ಸಮತೋಲನದಲ್ಲಿಟ್ಟುಕೊಳ್ಳಲು ಯೋಗ‌ ಸಹಕಾರಿ ಆದ್ದರಿಂದ ಈ‌ ಅಭ್ಯಾಸ ಕೇವಲ ಇಂದಿಗೆ ಮಾತ್ರ ಸೀಮಿತವಾಗದೆ ಪ್ರತಿನಿತ್ಯ ಜೀವನದಲ್ಲಿ ಅಳವಡಿಸಿಕೊಳ್ಳುವುದು ಉತ್ತಮ..
#InternationalYogaDay",2341,40,0,👌👌❤️🌹 akka 👍,om,as,0.0,Praise
1298688345148745,"ದಾವಣಗೆರೆಯ ಹೈಸ್ಕೂಲ್ ಮೈದಾನದಲ್ಲಿ ಆಯೋಜಿಸಲಾಗಿದ್ದ 11 ನೇ ಅಂತರರಾಷ್ಟ್ರೀಯ ಯೋಗ ದಿನಾಚರಣೆಯಲ್ಲಿ‌ ಭಾಗವಹಿಸಿ ಧ್ಯಾನ ಮಾಡಲಾಯಿತು.
ಯೋಗವು ದೇಹದ ಲಯ,ಮನಸ್ಸಿನ ‌ಮಧುರ,ಆತ್ಮದ ಸಾಮರಸ್ಯ ಮತ್ತು ಜೀವನದ ಸ್ವರಮೇಳವಾಗಿದೆ.
ಎಲ್ಲರಿಗೂ ಅಂತರಾಷ್ಟ್ರೀಯ ಯೋಗದಿನದ ಶುಭಾಶಯಗಳು.
ಯೋಗದ ಜಾಗತಿಕ ಪ್ರಸ್ತುತತೆ ಮತ್ತು ಸ್ವಾಸ್ಥ್ಯ ಗಮನದಲ್ಲಿಟ್ಟುಕೊಂಡು ಪ್ರತಿವರ್ಷ ಥೀಮ್ ಘೋಷಿಸಲಾಗುತ್ತದೆ.. ಅದೇ ರೀತಿ ಈ ವರ್ಷದ ಥೀಮ್ ಒಂದು ಭೂಮಿಗಾಗಿ ಯೋಗ,ಒಂದು ಆರೋಗ್ಯ ಎಂಬುದಾಗಿದೆ.
ಮನಸ್ಸು ಮತ್ತು ದೇಹವನ್ನು‌ ಸಮತೋಲನದಲ್ಲಿರಿಸುವ ಪ್ರಾಚೀನಕಲೆಯೇ ಯೋಗ.ದೈನಂದಿನ ಜೀವನದಲ್ಲಿ ಪ್ರತಿಯೊಬ್ಬರೂ ಯೋಗ ಮಾಡುವುದರಿಂದ ರೋಗದಿಂದ ‌ಮುಕ್ತಿ ದೊರೆಯಲಿದೆ.ಯೋಗದಿಂದ ಶಿಸ್ತುಬದ್ದ ಜೀವನ,ಏಕಾಗ್ರತೆ ಸಾಧ್ಯ.
ಯೋಗವೆಂದರೆ ಕೇವಲ ದೇಹದ ಕಸರತ್ತು ಮಾತ್ರವಲ್ಲ, ಅದು ದೇಹ, ಮನಸ್ಸು ಹಾಗೂ ಆತ್ಮದ  ಸಂಗಮ. ಭಾರತವು ಯೋಗದ ಜನ್ಮಭೂಮಿ, ಆದರೆ ಇಂದು ಜಗತ್ತೇ ಇದನ್ನು ಗುರುತಿಸಿ, ಸ್ವೀಕರಿಸಿ, ಅನುಸರಿಸುತ್ತಿರುವುದು ನಮಗೆ ಹೆಮ್ಮೆ.
ಪ್ರತಿದಿನ 15 ನಿಮಿಷಗಳಾದರೂ ಯೋಗ ಅಭ್ಯಾಸ ಮಾಡಿ. ಶಾಲೆಗಳಲ್ಲಿ, ಕಾಲೇಜುಗಳಲ್ಲಿ ಯೋಗ ತರಬೇತಿ ಅವಶ್ಯವಾಗಲಿ. ಮನುಷ್ಯನ ಜೀವನದಲ್ಲಿ ಯೋಗ ಎಂದರೆ ಬೆಳಕು, ಶಕ್ತಿಯ ಮೂಲ, ಶಾಂತಿಯ ದಾರಿ.ನಿಮ್ಮನ್ನು ನೀವು ಸಮತೋಲನದಲ್ಲಿಟ್ಟುಕೊಳ್ಳಲು ಯೋಗ‌ ಸಹಕಾರಿ ಆದ್ದರಿಂದ ಈ‌ ಅಭ್ಯಾಸ ಕೇವಲ ಇಂದಿಗೆ ಮಾತ್ರ ಸೀಮಿತವಾಗದೆ ಪ್ರತಿನಿತ್ಯ ಜೀವನದಲ್ಲಿ ಅಳವಡಿಸಿಕೊಳ್ಳುವುದು ಉತ್ತಮ..
#InternationalYogaDay",2341,40,0,🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻,en,,,
1298688345148745,"ದಾವಣಗೆರೆಯ ಹೈಸ್ಕೂಲ್ ಮೈದಾನದಲ್ಲಿ ಆಯೋಜಿಸಲಾಗಿದ್ದ 11 ನೇ ಅಂತರರಾಷ್ಟ್ರೀಯ ಯೋಗ ದಿನಾಚರಣೆಯಲ್ಲಿ‌ ಭಾಗವಹಿಸಿ ಧ್ಯಾನ ಮಾಡಲಾಯಿತು.
ಯೋಗವು ದೇಹದ ಲಯ,ಮನಸ್ಸಿನ ‌ಮಧುರ,ಆತ್ಮದ ಸಾಮರಸ್ಯ ಮತ್ತು ಜೀವನದ ಸ್ವರಮೇಳವಾಗಿದೆ.
ಎಲ್ಲರಿಗೂ ಅಂತರಾಷ್ಟ್ರೀಯ ಯೋಗದಿನದ ಶುಭಾಶಯಗಳು.
ಯೋಗದ ಜಾಗತಿಕ ಪ್ರಸ್ತುತತೆ ಮತ್ತು ಸ್ವಾಸ್ಥ್ಯ ಗಮನದಲ್ಲಿಟ್ಟುಕೊಂಡು ಪ್ರತಿವರ್ಷ ಥೀಮ್ ಘೋಷಿಸಲಾಗುತ್ತದೆ.. ಅದೇ ರೀತಿ ಈ ವರ್ಷದ ಥೀಮ್ ಒಂದು ಭೂಮಿಗಾಗಿ ಯೋಗ,ಒಂದು ಆರೋಗ್ಯ ಎಂಬುದಾಗಿದೆ.
ಮನಸ್ಸು ಮತ್ತು ದೇಹವನ್ನು‌ ಸಮತೋಲನದಲ್ಲಿರಿಸುವ ಪ್ರಾಚೀನಕಲೆಯೇ ಯೋಗ.ದೈನಂದಿನ ಜೀವನದಲ್ಲಿ ಪ್ರತಿಯೊಬ್ಬರೂ ಯೋಗ ಮಾಡುವುದರಿಂದ ರೋಗದಿಂದ ‌ಮುಕ್ತಿ ದೊರೆಯಲಿದೆ.ಯೋಗದಿಂದ ಶಿಸ್ತುಬದ್ದ ಜೀವನ,ಏಕಾಗ್ರತೆ ಸಾಧ್ಯ.
ಯೋಗವೆಂದರೆ ಕೇವಲ ದೇಹದ ಕಸರತ್ತು ಮಾತ್ರವಲ್ಲ, ಅದು ದೇಹ, ಮನಸ್ಸು ಹಾಗೂ ಆತ್ಮದ  ಸಂಗಮ. ಭಾರತವು ಯೋಗದ ಜನ್ಮಭೂಮಿ, ಆದರೆ ಇಂದು ಜಗತ್ತೇ ಇದನ್ನು ಗುರುತಿಸಿ, ಸ್ವೀಕರಿಸಿ, ಅನುಸರಿಸುತ್ತಿರುವುದು ನಮಗೆ ಹೆಮ್ಮೆ.
ಪ್ರತಿದಿನ 15 ನಿಮಿಷಗಳಾದರೂ ಯೋಗ ಅಭ್ಯಾಸ ಮಾಡಿ. ಶಾಲೆಗಳಲ್ಲಿ, ಕಾಲೇಜುಗಳಲ್ಲಿ ಯೋಗ ತರಬೇತಿ ಅವಶ್ಯವಾಗಲಿ. ಮನುಷ್ಯನ ಜೀವನದಲ್ಲಿ ಯೋಗ ಎಂದರೆ ಬೆಳಕು, ಶಕ್ತಿಯ ಮೂಲ, ಶಾಂತಿಯ ದಾರಿ.ನಿಮ್ಮನ್ನು ನೀವು ಸಮತೋಲನದಲ್ಲಿಟ್ಟುಕೊಳ್ಳಲು ಯೋಗ‌ ಸಹಕಾರಿ ಆದ್ದರಿಂದ ಈ‌ ಅಭ್ಯಾಸ ಕೇವಲ ಇಂದಿಗೆ ಮಾತ್ರ ಸೀಮಿತವಾಗದೆ ಪ್ರತಿನಿತ್ಯ ಜೀವನದಲ್ಲಿ ಅಳವಡಿಸಿಕೊಳ್ಳುವುದು ಉತ್ತಮ..
#InternationalYogaDay",2341,40,0,💐👏,en,,,
1298688345148745,"ದಾವಣಗೆರೆಯ ಹೈಸ್ಕೂಲ್ ಮೈದಾನದಲ್ಲಿ ಆಯೋಜಿಸಲಾಗಿದ್ದ 11 ನೇ ಅಂತರರಾಷ್ಟ್ರೀಯ ಯೋಗ ದಿನಾಚರಣೆಯಲ್ಲಿ‌ ಭಾಗವಹಿಸಿ ಧ್ಯಾನ ಮಾಡಲಾಯಿತು.
ಯೋಗವು ದೇಹದ ಲಯ,ಮನಸ್ಸಿನ ‌ಮಧುರ,ಆತ್ಮದ ಸಾಮರಸ್ಯ ಮತ್ತು ಜೀವನದ ಸ್ವರಮೇಳವಾಗಿದೆ.
ಎಲ್ಲರಿಗೂ ಅಂತರಾಷ್ಟ್ರೀಯ ಯೋಗದಿನದ ಶುಭಾಶಯಗಳು.
ಯೋಗದ ಜಾಗತಿಕ ಪ್ರಸ್ತುತತೆ ಮತ್ತು ಸ್ವಾಸ್ಥ್ಯ ಗಮನದಲ್ಲಿಟ್ಟುಕೊಂಡು ಪ್ರತಿವರ್ಷ ಥೀಮ್ ಘೋಷಿಸಲಾಗುತ್ತದೆ.. ಅದೇ ರೀತಿ ಈ ವರ್ಷದ ಥೀಮ್ ಒಂದು ಭೂಮಿಗಾಗಿ ಯೋಗ,ಒಂದು ಆರೋಗ್ಯ ಎಂಬುದಾಗಿದೆ.
ಮನಸ್ಸು ಮತ್ತು ದೇಹವನ್ನು‌ ಸಮತೋಲನದಲ್ಲಿರಿಸುವ ಪ್ರಾಚೀನಕಲೆಯೇ ಯೋಗ.ದೈನಂದಿನ ಜೀವನದಲ್ಲಿ ಪ್ರತಿಯೊಬ್ಬರೂ ಯೋಗ ಮಾಡುವುದರಿಂದ ರೋಗದಿಂದ ‌ಮುಕ್ತಿ ದೊರೆಯಲಿದೆ.ಯೋಗದಿಂದ ಶಿಸ್ತುಬದ್ದ ಜೀವನ,ಏಕಾಗ್ರತೆ ಸಾಧ್ಯ.
ಯೋಗವೆಂದರೆ ಕೇವಲ ದೇಹದ ಕಸರತ್ತು ಮಾತ್ರವಲ್ಲ, ಅದು ದೇಹ, ಮನಸ್ಸು ಹಾಗೂ ಆತ್ಮದ  ಸಂಗಮ. ಭಾರತವು ಯೋಗದ ಜನ್ಮಭೂಮಿ, ಆದರೆ ಇಂದು ಜಗತ್ತೇ ಇದನ್ನು ಗುರುತಿಸಿ, ಸ್ವೀಕರಿಸಿ, ಅನುಸರಿಸುತ್ತಿರುವುದು ನಮಗೆ ಹೆಮ್ಮೆ.
ಪ್ರತಿದಿನ 15 ನಿಮಿಷಗಳಾದರೂ ಯೋಗ ಅಭ್ಯಾಸ ಮಾಡಿ. ಶಾಲೆಗಳಲ್ಲಿ, ಕಾಲೇಜುಗಳಲ್ಲಿ ಯೋಗ ತರಬೇತಿ ಅವಶ್ಯವಾಗಲಿ. ಮನುಷ್ಯನ ಜೀವನದಲ್ಲಿ ಯೋಗ ಎಂದರೆ ಬೆಳಕು, ಶಕ್ತಿಯ ಮೂಲ, ಶಾಂತಿಯ ದಾರಿ.ನಿಮ್ಮನ್ನು ನೀವು ಸಮತೋಲನದಲ್ಲಿಟ್ಟುಕೊಳ್ಳಲು ಯೋಗ‌ ಸಹಕಾರಿ ಆದ್ದರಿಂದ ಈ‌ ಅಭ್ಯಾಸ ಕೇವಲ ಇಂದಿಗೆ ಮಾತ್ರ ಸೀಮಿತವಾಗದೆ ಪ್ರತಿನಿತ್ಯ ಜೀವನದಲ್ಲಿ ಅಳವಡಿಸಿಕೊಳ್ಳುವುದು ಉತ್ತಮ..
#InternationalYogaDay",2341,40,0,ಅಂತರಾಷ್ಟ್ರೀಯ ಯೋಗ ದಿನಾಚರಣೆಯ ಶುಭಾಶಯಗಳು,kn,Happy International Yoga Day!,1.0,Praise
1288147902869456,"ಸಮಸ್ತ ಮುಸ್ಲಿಂ ಬಾಂಧವರಿಗೆ ಬಕ್ರೀದ್ ಹಬ್ಬದ ಹಾರ್ದಿಕ ಶುಭಾಶಯಗಳು.
ಬಕ್ರೀದ್ ಹಬ್ಬದಂದು ನಿಮ್ಮ ಮನೆಯಲ್ಲಿ‌ ಸಂತೋಷ,ಪ್ರೀತಿ ತುಂಬಿರಲಿ.ಎಲ್ಲರಿಗೂ ಹೊಸ ಭರವಸೆ,ಹೊಸ ಉತ್ಸಾಹ ನೀಡಲಿ..
#EidMubarak",247,14,0,,en,,,
1288147902869456,"ಸಮಸ್ತ ಮುಸ್ಲಿಂ ಬಾಂಧವರಿಗೆ ಬಕ್ರೀದ್ ಹಬ್ಬದ ಹಾರ್ದಿಕ ಶುಭಾಶಯಗಳು.
ಬಕ್ರೀದ್ ಹಬ್ಬದಂದು ನಿಮ್ಮ ಮನೆಯಲ್ಲಿ‌ ಸಂತೋಷ,ಪ್ರೀತಿ ತುಂಬಿರಲಿ.ಎಲ್ಲರಿಗೂ ಹೊಸ ಭರವಸೆ,ಹೊಸ ಉತ್ಸಾಹ ನೀಡಲಿ..
#EidMubarak",247,14,0,madamji,hi-Latn,madamji,0.0,Criticism
1288147902869456,"ಸಮಸ್ತ ಮುಸ್ಲಿಂ ಬಾಂಧವರಿಗೆ ಬಕ್ರೀದ್ ಹಬ್ಬದ ಹಾರ್ದಿಕ ಶುಭಾಶಯಗಳು.
ಬಕ್ರೀದ್ ಹಬ್ಬದಂದು ನಿಮ್ಮ ಮನೆಯಲ್ಲಿ‌ ಸಂತೋಷ,ಪ್ರೀತಿ ತುಂಬಿರಲಿ.ಎಲ್ಲರಿಗೂ ಹೊಸ ಭರವಸೆ,ಹೊಸ ಉತ್ಸಾಹ ನೀಡಲಿ..
#EidMubarak",247,14,0,,en,,,
1288147902869456,"ಸಮಸ್ತ ಮುಸ್ಲಿಂ ಬಾಂಧವರಿಗೆ ಬಕ್ರೀದ್ ಹಬ್ಬದ ಹಾರ್ದಿಕ ಶುಭಾಶಯಗಳು.
ಬಕ್ರೀದ್ ಹಬ್ಬದಂದು ನಿಮ್ಮ ಮನೆಯಲ್ಲಿ‌ ಸಂತೋಷ,ಪ್ರೀತಿ ತುಂಬಿರಲಿ.ಎಲ್ಲರಿಗೂ ಹೊಸ ಭರವಸೆ,ಹೊಸ ಉತ್ಸಾಹ ನೀಡಲಿ..
#EidMubarak",247,14,0,Eid Mubarak,et,Eid Mubarak,1.0,Praise
1288147902869456,"ಸಮಸ್ತ ಮುಸ್ಲಿಂ ಬಾಂಧವರಿಗೆ ಬಕ್ರೀದ್ ಹಬ್ಬದ ಹಾರ್ದಿಕ ಶುಭಾಶಯಗಳು.
ಬಕ್ರೀದ್ ಹಬ್ಬದಂದು ನಿಮ್ಮ ಮನೆಯಲ್ಲಿ‌ ಸಂತೋಷ,ಪ್ರೀತಿ ತುಂಬಿರಲಿ.ಎಲ್ಲರಿಗೂ ಹೊಸ ಭರವಸೆ,ಹೊಸ ಉತ್ಸಾಹ ನೀಡಲಿ..
#EidMubarak",247,14,0,,en,,,
1288147902869456,"ಸಮಸ್ತ ಮುಸ್ಲಿಂ ಬಾಂಧವರಿಗೆ ಬಕ್ರೀದ್ ಹಬ್ಬದ ಹಾರ್ದಿಕ ಶುಭಾಶಯಗಳು.
ಬಕ್ರೀದ್ ಹಬ್ಬದಂದು ನಿಮ್ಮ ಮನೆಯಲ್ಲಿ‌ ಸಂತೋಷ,ಪ್ರೀತಿ ತುಂಬಿರಲಿ.ಎಲ್ಲರಿಗೂ ಹೊಸ ಭರವಸೆ,ಹೊಸ ಉತ್ಸಾಹ ನೀಡಲಿ..
#EidMubarak",247,14,0,Eid Mubarak,et,Eid Mubarak,1.0,Praise
1288147902869456,"ಸಮಸ್ತ ಮುಸ್ಲಿಂ ಬಾಂಧವರಿಗೆ ಬಕ್ರೀದ್ ಹಬ್ಬದ ಹಾರ್ದಿಕ ಶುಭಾಶಯಗಳು.
ಬಕ್ರೀದ್ ಹಬ್ಬದಂದು ನಿಮ್ಮ ಮನೆಯಲ್ಲಿ‌ ಸಂತೋಷ,ಪ್ರೀತಿ ತುಂಬಿರಲಿ.ಎಲ್ಲರಿಗೂ ಹೊಸ ಭರವಸೆ,ಹೊಸ ಉತ್ಸಾಹ ನೀಡಲಿ..
#EidMubarak",247,14,0,Eid Mubarak,et,Eid Mubarak,1.0,Praise
1288147902869456,"ಸಮಸ್ತ ಮುಸ್ಲಿಂ ಬಾಂಧವರಿಗೆ ಬಕ್ರೀದ್ ಹಬ್ಬದ ಹಾರ್ದಿಕ ಶುಭಾಶಯಗಳು.
ಬಕ್ರೀದ್ ಹಬ್ಬದಂದು ನಿಮ್ಮ ಮನೆಯಲ್ಲಿ‌ ಸಂತೋಷ,ಪ್ರೀತಿ ತುಂಬಿರಲಿ.ಎಲ್ಲರಿಗೂ ಹೊಸ ಭರವಸೆ,ಹೊಸ ಉತ್ಸಾಹ ನೀಡಲಿ..
#EidMubarak",247,14,0,,en,,,
